cond.thisRepN,cond.thisTrialN,cond.thisN,cond.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,digit_rep.thisRepN,digit_rep.thisTrialN,digit_rep.thisN,digit_rep.thisIndex,thisRow.t,notes,sequence_started,sequence_ended,digit_sequence,result_box.text,confirm_input.keys,confirm_input.rt,confirm_input.duration,input_ended,participant,order,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,0,0,0,0,1.9727454000385478,,20:19:35.457888,,,,,,,,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,0,0,0,0,1,0,1,0,3.02683710004203,,,,,,,,,,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,0,0,0,0,2,0,2,0,4.130837400036398,,,,,,,,,,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,0,0,0,0,3,0,3,0,5.226868199999444,,,,,,,,,,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,0,0,0,0,4,0,4,0,6.330192100023851,,,20:19:41.858417,,,,,,,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,0,0,0,0,,,,,,,,,"[7, 1, 3, 5, 9]",,space,-5.4454984000185505,0.14425930002471432,20:19:41.971324,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,1,0,1,0,0,0,0,0,8.435761400032789,,20:19:41.973317,,,,,,,,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,1,0,1,0,1,0,1,0,9.536004499997944,,,,,,,,,,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,1,0,1,0,2,0,2,0,10.636419999995269,,,,,,,,,,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,1,0,1,0,3,0,3,0,11.75077720003901,,,,,,,,,,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,1,0,1,0,4,0,4,0,12.83825660002185,,,20:19:48.372651,,,,,,,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,1,0,1,0,,,,,,,,,"[1, 3, 9, 6, 7]",,space,-2.291714699997101,0.15833999996539205,20:19:48.479165,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,2,0,2,0,0,0,0,0,14.935754200036172,,20:19:48.480131,,,,,,,,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,2,0,2,0,1,0,1,0,16.03961999999592,,,,,,,,,,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
0,0,0,0,2,0,2,0,2,0,2,0,17.15766500000609,,,,,,,,,,p4,4,2024-06-28_20h19.04.036,digit_span,2023.2.3,143.80977999282464,2024-06-28 20h19.34.548291 +0200,
