31.3074 	EXP 	text_2: autoDraw = False
31.3074 	EXP 	digit: height = 0.5
31.3074 	EXP 	digit: height = 0.5
31.3074 	EXP 	digit: height = 0.5
31.3074 	EXP 	digit: text = '3'
31.3074 	EXP 	digit: autoDraw = True
32.3095 	EXP 	digit: autoDraw = False
32.3095 	EXP 	text_3: autoDraw = True
32.3927 	EXP 	New trial (rep=1, index=0): None
32.4080 	EXP 	text_3: autoDraw = False
32.4080 	EXP 	digit: height = 0.5
32.4080 	EXP 	digit: height = 0.5
32.4080 	EXP 	digit: height = 0.5
32.4080 	EXP 	digit: text = '4'
32.4080 	EXP 	digit: autoDraw = True
33.4101 	EXP 	digit: autoDraw = False
33.4101 	EXP 	text_3: autoDraw = True
33.4928 	EXP 	New trial (rep=2, index=0): None
33.5107 	EXP 	text_3: autoDraw = False
33.5107 	EXP 	digit: height = 0.5
33.5107 	EXP 	digit: height = 0.5
33.5107 	EXP 	digit: height = 0.5
33.5107 	EXP 	digit: text = '2'
33.5107 	EXP 	digit: autoDraw = True
34.5108 	EXP 	digit: autoDraw = False
34.5108 	EXP 	text_3: autoDraw = True
34.5962 	EXP 	New trial (rep=3, index=0): None
34.6116 	EXP 	text_3: autoDraw = False
34.6116 	EXP 	digit: height = 0.5
34.6116 	EXP 	digit: height = 0.5
34.6116 	EXP 	digit: height = 0.5
34.6116 	EXP 	digit: text = '6'
34.6116 	EXP 	digit: autoDraw = True
35.6117 	EXP 	digit: autoDraw = False
35.6117 	EXP 	text_3: autoDraw = True
35.6977 	EXP 	New trial (rep=4, index=0): None
35.7115 	EXP 	text_3: autoDraw = False
35.7115 	EXP 	digit: height = 0.5
35.7115 	EXP 	digit: height = 0.5
35.7115 	EXP 	digit: height = 0.5
35.7115 	EXP 	digit: text = '0'
35.7115 	EXP 	digit: autoDraw = True
36.7127 	EXP 	digit: autoDraw = False
36.7127 	EXP 	text_3: autoDraw = True
36.7973 	EXP 	New trial (rep=5, index=0): None
36.8136 	EXP 	text_3: autoDraw = False
36.8136 	EXP 	digit: height = 0.5
36.8136 	EXP 	digit: height = 0.5
36.8136 	EXP 	digit: height = 0.5
36.8136 	EXP 	digit: text = '8'
36.8136 	EXP 	digit: autoDraw = True
37.8139 	EXP 	digit: autoDraw = False
37.8139 	EXP 	text_3: autoDraw = True
37.8975 	EXP 	New trial (rep=6, index=0): None
37.9148 	EXP 	text_3: autoDraw = False
37.9148 	EXP 	digit: height = 0.5
37.9148 	EXP 	digit: height = 0.5
37.9148 	EXP 	digit: height = 0.5
37.9148 	EXP 	digit: text = '5'
37.9148 	EXP 	digit: autoDraw = True
38.9151 	EXP 	digit: autoDraw = False
38.9151 	EXP 	text_3: autoDraw = True
38.9994 	EXP 	New trial (rep=7, index=0): None
39.0180 	EXP 	text_3: autoDraw = False
39.0180 	EXP 	digit: height = 0.5
39.0180 	EXP 	digit: height = 0.5
39.0180 	EXP 	digit: height = 0.5
39.0180 	EXP 	digit: text = '1'
39.0180 	EXP 	digit: autoDraw = True
40.0184 	EXP 	digit: autoDraw = False
40.0184 	EXP 	text_3: autoDraw = True
40.1175 	EXP 	text_3: autoDraw = False
40.1175 	EXP 	text_4: autoDraw = True
40.1175 	EXP 	result_box: autoDraw = True
40.1175 	EXP 	text_5: autoDraw = True
41.1274 	DATA 	Keypress: num_3
41.3914 	DATA 	Keypress: num_4
41.7097 	DATA 	Keypress: num_2
42.2930 	DATA 	Keypress: num_6
42.5091 	DATA 	Keypress: num_0
43.0103 	DATA 	Keypress: num_8
43.4117 	DATA 	Keypress: num_5
43.6135 	DATA 	Keypress: num_1
44.6414 	EXP 	New trial (rep=2, index=0): None
44.6438 	DATA 	Keypress: space
44.6546 	EXP 	text_4: autoDraw = False
44.6546 	EXP 	result_box: autoDraw = False
44.6546 	EXP 	text_5: autoDraw = False
44.6546 	EXP 	text_2: autoDraw = True
45.6412 	EXP 	Created sequence: sequential, trialTypes=1, nReps=8, seed=None
45.6415 	EXP 	New trial (rep=0, index=0): None
